"participant_id","pic_id","n_lineups","age","gender","academic_study","computer_mouse","recruitment","dataset_id","set","curvature","target","null","scale","correct","response_no","binary_response","conf_level","choice_reason"
"9b8fd4dc37a339758877573fedde8546","28",13,"19-25","Female","High School or Less","Yes","Prolific","b8efad9285426a191f979b32a5094198","2","t-H_n-E","H","E","log",9,"14",0,"Certain","Different range"
"9b8fd4dc37a339758877573fedde8546","11",13,"19-25","Female","High School or Less","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","linear",17,"17",1,"Very Certain","Different slope"
"9b8fd4dc37a339758877573fedde8546","24",13,"19-25","Female","High School or Less","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","log",13,"13,16",1,"Very Certain","Different shape"
"9b8fd4dc37a339758877573fedde8546","32",13,"19-25","Female","High School or Less","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","log",12,"3",0,"Certain","Clustering, Different range"
"9b8fd4dc37a339758877573fedde8546","9",13,"19-25","Female","High School or Less","Yes","Prolific","8105c77bcc5d38d9b4e742f1b76de5fc","1","t-E_n-H","E","H","linear",15,"15",1,"Very Certain","Different range, Different slope"
"9b8fd4dc37a339758877573fedde8546","7",13,"19-25","Female","High School or Less","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","linear",14,"9",0,"Uncertain","Different range"
"9b8fd4dc37a339758877573fedde8546","27",13,"19-25","Female","High School or Less","Yes","Prolific","b8efad9285426a191f979b32a5094198","2","t-H_n-E","H","E","linear",9,"5",0,"Neutral","Different slope"
"9b8fd4dc37a339758877573fedde8546","25",13,"19-25","Female","High School or Less","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","linear",1,"1",1,"Certain","Different shape"
"9b8fd4dc37a339758877573fedde8546","8",13,"19-25","Female","High School or Less","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","log",14,"16,14",1,"Certain","Different shape"
"9b8fd4dc37a339758877573fedde8546","11",13,"19-25","Female","High School or Less","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","linear",17,"17",1,"Very Certain","Different slope"
"9b8fd4dc37a339758877573fedde8546","24",13,"19-25","Female","High School or Less","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","log",13,"13",1,"Very Certain","Different shape"
"9b8fd4dc37a339758877573fedde8546","23",13,"19-25","Female","High School or Less","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","linear",13,"13",1,"Very Certain","Different slope"
"9b8fd4dc37a339758877573fedde8546","27",13,"19-25","Female","High School or Less","Yes","Prolific","b8efad9285426a191f979b32a5094198","2","t-H_n-E","H","E","linear",9,"1",0,"Neutral","Clustering"
"cb9d2b4cdb0805a5a7858173805b8d5d","12",13,"19-25","Prefer not to answer","Graduate Degree","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","log",17,"17",1,"Certain","Different range"
"cb9d2b4cdb0805a5a7858173805b8d5d","22",13,"19-25","Prefer not to answer","Graduate Degree","Yes","Prolific","17c70f64092db27a58faa6c255efd8ba","1","t-M_n-H","M","H","log",1,"11",0,"Neutral","Different shape"
"cb9d2b4cdb0805a5a7858173805b8d5d","24",13,"19-25","Prefer not to answer","Graduate Degree","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","log",13,"2",0,"Certain","Different range"
"cb9d2b4cdb0805a5a7858173805b8d5d","21",13,"19-25","Prefer not to answer","Graduate Degree","Yes","Prolific","17c70f64092db27a58faa6c255efd8ba","1","t-M_n-H","M","H","linear",1,"1",1,"Neutral","Clustering, Different range"
"cb9d2b4cdb0805a5a7858173805b8d5d","8",13,"19-25","Prefer not to answer","Graduate Degree","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","log",14,"18",0,"Certain","Different shape"
"cb9d2b4cdb0805a5a7858173805b8d5d","13",13,"19-25","Prefer not to answer","Graduate Degree","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","linear",10,"11",0,"Certain","Different range"
"cb9d2b4cdb0805a5a7858173805b8d5d","11",13,"19-25","Prefer not to answer","Graduate Degree","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","linear",17,"15",0,"Uncertain","Clustering"
"cb9d2b4cdb0805a5a7858173805b8d5d","16",13,"19-25","Prefer not to answer","Graduate Degree","Yes","Prolific","07f1a227ee4ee73124d6589fada210dc","2","t-M_n-E","M","E","log",10,"10",1,"Certain","Clustering, Different shape"
"cb9d2b4cdb0805a5a7858173805b8d5d","25",13,"19-25","Prefer not to answer","Graduate Degree","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","linear",1,"19",0,"Neutral","Clustering"
"cb9d2b4cdb0805a5a7858173805b8d5d","11",13,"19-25","Prefer not to answer","Graduate Degree","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","linear",17,"17",1,"Very Certain","Clustering"
"cb9d2b4cdb0805a5a7858173805b8d5d","21",13,"19-25","Prefer not to answer","Graduate Degree","Yes","Prolific","17c70f64092db27a58faa6c255efd8ba","1","t-M_n-H","M","H","linear",1,"1",1,"Neutral","Different range"
"cb9d2b4cdb0805a5a7858173805b8d5d","31",13,"19-25","Prefer not to answer","Graduate Degree","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","linear",12,"7",0,"Neutral","Clustering"
"cb9d2b4cdb0805a5a7858173805b8d5d","32",13,"19-25","Prefer not to answer","Graduate Degree","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","log",12,"7",0,"Uncertain","Different shape"
"68c1934bf5e5e1327344324e1f615a88","21",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","17c70f64092db27a58faa6c255efd8ba","1","t-M_n-H","M","H","linear",1,"1,10",1,"Certain","Clustering, Different range"
"68c1934bf5e5e1327344324e1f615a88","25",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","linear",1,"1",1,"Very Certain","Different shape, Different slope"
"68c1934bf5e5e1327344324e1f615a88","10",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","8105c77bcc5d38d9b4e742f1b76de5fc","1","t-E_n-H","E","H","log",15,"15",1,"Very Certain","Clustering, Different shape, Different slope"
"68c1934bf5e5e1327344324e1f615a88","9",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","8105c77bcc5d38d9b4e742f1b76de5fc","1","t-E_n-H","E","H","linear",15,"15",1,"Certain","Different shape"
"68c1934bf5e5e1327344324e1f615a88","5",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","9f2d96ab9212ba1d26f176b00e6eeec0","1","t-E_n-M","E","M","linear",12,"10",0,"Uncertain","Different shape"
"68c1934bf5e5e1327344324e1f615a88","9",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","8105c77bcc5d38d9b4e742f1b76de5fc","1","t-E_n-H","E","H","linear",15,"5",0,"Neutral","Clustering"
"68c1934bf5e5e1327344324e1f615a88","21",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","17c70f64092db27a58faa6c255efd8ba","1","t-M_n-H","M","H","linear",1,"1",1,"Neutral","Clustering, Different slope"
"68c1934bf5e5e1327344324e1f615a88","8",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","log",14,"14",1,"Certain","Different shape"
"68c1934bf5e5e1327344324e1f615a88","30",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","1b39b36e7a6189897f2015f191953b9d","1","t-H_n-M","H","M","log",12,"12",1,"Neutral","Clustering, Different shape"
"68c1934bf5e5e1327344324e1f615a88","28",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","b8efad9285426a191f979b32a5094198","2","t-H_n-E","H","E","log",9,"9",1,"Certain","Different slope"
"68c1934bf5e5e1327344324e1f615a88","32",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","log",12,"12",1,"Neutral","Different shape, Different slope"
"68c1934bf5e5e1327344324e1f615a88","10",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","8105c77bcc5d38d9b4e742f1b76de5fc","1","t-E_n-H","E","H","log",15,"15",1,"Very Certain","Clustering, Different slope, Outlier(s)"
"03e791a1817ef22c40e1a2ff3a42e43b","15",12,"56-60","Female","Graduate Degree","Yes","Prolific","07f1a227ee4ee73124d6589fada210dc","2","t-M_n-E","M","E","linear",10,"1",0,"Certain","Different shape"
"03e791a1817ef22c40e1a2ff3a42e43b","27",12,"56-60","Female","Graduate Degree","Yes","Prolific","b8efad9285426a191f979b32a5094198","2","t-H_n-E","H","E","linear",9,"5",0,"Neutral","Different range"
"03e791a1817ef22c40e1a2ff3a42e43b","5",12,"56-60","Female","Graduate Degree","Yes","Prolific","9f2d96ab9212ba1d26f176b00e6eeec0","1","t-E_n-M","E","M","linear",12,"1",0,"Certain","Different range"
"03e791a1817ef22c40e1a2ff3a42e43b","25",12,"56-60","Female","Graduate Degree","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","linear",1,"1",1,"Certain","Different shape"
"03e791a1817ef22c40e1a2ff3a42e43b","28",12,"56-60","Female","Graduate Degree","Yes","Prolific","b8efad9285426a191f979b32a5094198","2","t-H_n-E","H","E","log",9,"9",1,"Certain","Different shape"
"03e791a1817ef22c40e1a2ff3a42e43b","16",12,"56-60","Female","Graduate Degree","Yes","Prolific","07f1a227ee4ee73124d6589fada210dc","2","t-M_n-E","M","E","log",10,"8",0,"Certain","Clustering, Different shape"
"03e791a1817ef22c40e1a2ff3a42e43b","29",12,"56-60","Female","Graduate Degree","Yes","Prolific","1b39b36e7a6189897f2015f191953b9d","1","t-H_n-M","H","M","linear",12,"16",0,"Certain","Clustering"
"03e791a1817ef22c40e1a2ff3a42e43b","21",12,"56-60","Female","Graduate Degree","Yes","Prolific","17c70f64092db27a58faa6c255efd8ba","1","t-M_n-H","M","H","linear",1,"1",1,"Neutral","Different shape"
"03e791a1817ef22c40e1a2ff3a42e43b","31",12,"56-60","Female","Graduate Degree","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","linear",12,"3",0,"Certain","Different shape"
"03e791a1817ef22c40e1a2ff3a42e43b","14",12,"56-60","Female","Graduate Degree","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","log",10,"1",0,"Certain","Clustering"
"03e791a1817ef22c40e1a2ff3a42e43b","30",12,"56-60","Female","Graduate Degree","Yes","Prolific","1b39b36e7a6189897f2015f191953b9d","1","t-H_n-M","H","M","log",12,"12",1,"Uncertain","Different shape"
"03e791a1817ef22c40e1a2ff3a42e43b","22",12,"56-60","Female","Graduate Degree","Yes","Prolific","17c70f64092db27a58faa6c255efd8ba","1","t-M_n-H","M","H","log",1,"1",1,"Certain","Different range, Different shape"
"a5498007e4d4caddaa6771a4b2c9e18e","12",13,"41-45","Female","High School or Less","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","log",17,"1",0,"Certain","Clustering"
"a5498007e4d4caddaa6771a4b2c9e18e","32",13,"41-45","Female","High School or Less","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","log",12,"20",0,"Certain","Outlier(s)"
"a5498007e4d4caddaa6771a4b2c9e18e","21",13,"41-45","Female","High School or Less","Yes","Prolific","17c70f64092db27a58faa6c255efd8ba","1","t-M_n-H","M","H","linear",1,"1",1,"Certain","Different slope"
"a5498007e4d4caddaa6771a4b2c9e18e","32",13,"41-45","Female","High School or Less","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","log",12,"12",1,"Neutral","Different shape"
"a5498007e4d4caddaa6771a4b2c9e18e","8",13,"41-45","Female","High School or Less","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","log",14,"14",1,"Certain","Clustering, Different shape, Different slope, Outlier(s)"
"a5498007e4d4caddaa6771a4b2c9e18e","30",13,"41-45","Female","High School or Less","Yes","Prolific","1b39b36e7a6189897f2015f191953b9d","1","t-H_n-M","H","M","log",12,"5",0,"Certain","Clustering, Different range"
"a5498007e4d4caddaa6771a4b2c9e18e","27",13,"41-45","Female","High School or Less","Yes","Prolific","b8efad9285426a191f979b32a5094198","2","t-H_n-E","H","E","linear",9,"10",0,"Certain","Different shape"
"a5498007e4d4caddaa6771a4b2c9e18e","25",13,"41-45","Female","High School or Less","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","linear",1,"17,1",1,"Neutral","Different shape, Different slope"
"a5498007e4d4caddaa6771a4b2c9e18e","8",13,"41-45","Female","High School or Less","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","log",14,"14",1,"Certain","Different range, Different shape, Different slope, Outlier(s)"
"a5498007e4d4caddaa6771a4b2c9e18e","11",13,"41-45","Female","High School or Less","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","linear",17,"17",1,"Certain","Different shape, Different slope"
"a5498007e4d4caddaa6771a4b2c9e18e","23",13,"41-45","Female","High School or Less","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","linear",13,"13",1,"Certain","Different shape, Different slope, Outlier(s)"
"a5498007e4d4caddaa6771a4b2c9e18e","31",13,"41-45","Female","High School or Less","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","linear",12,"4",0,"Certain","Clustering, Different range, Different shape, Outlier(s)"
"a5498007e4d4caddaa6771a4b2c9e18e","32",13,"41-45","Female","High School or Less","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","log",12,"1",0,"Certain","Clustering, Different range"
"a24b5e2ed09da0ba8e10163e67d87534","15",11,"19-25","Male","Prefer not to answer","Yes","Prolific","07f1a227ee4ee73124d6589fada210dc","2","t-M_n-E","M","E","linear",10,"1",0,"Certain","Different slope"
"a24b5e2ed09da0ba8e10163e67d87534","10",11,"19-25","Male","Prefer not to answer","Yes","Prolific","8105c77bcc5d38d9b4e742f1b76de5fc","1","t-E_n-H","E","H","log",15,"15",1,"Very Certain","Different slope"
"a24b5e2ed09da0ba8e10163e67d87534","29",11,"19-25","Male","Prefer not to answer","Yes","Prolific","1b39b36e7a6189897f2015f191953b9d","1","t-H_n-M","H","M","linear",12,"12",1,"Certain","Different slope"
"a24b5e2ed09da0ba8e10163e67d87534","7",11,"19-25","Male","Prefer not to answer","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","linear",14,"14",1,"Certain","Different slope"
"a24b5e2ed09da0ba8e10163e67d87534","5",11,"19-25","Male","Prefer not to answer","Yes","Prolific","9f2d96ab9212ba1d26f176b00e6eeec0","1","t-E_n-M","E","M","linear",12,"10",0,"Certain","Different shape"
"a24b5e2ed09da0ba8e10163e67d87534","13",11,"19-25","Male","Prefer not to answer","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","linear",10,"13",0,"Certain","Different range"
"a24b5e2ed09da0ba8e10163e67d87534","6",11,"19-25","Male","Prefer not to answer","Yes","Prolific","9f2d96ab9212ba1d26f176b00e6eeec0","1","t-E_n-M","E","M","log",12,"12",1,"Very Certain","Different slope"
"a24b5e2ed09da0ba8e10163e67d87534","7",11,"19-25","Male","Prefer not to answer","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","linear",14,"14",1,"Certain","Different slope, Outlier(s)"
"a24b5e2ed09da0ba8e10163e67d87534","28",11,"19-25","Male","Prefer not to answer","Yes","Prolific","b8efad9285426a191f979b32a5094198","2","t-H_n-E","H","E","log",9,"9",1,"Very Certain","Different slope"
"a24b5e2ed09da0ba8e10163e67d87534","31",11,"19-25","Male","Prefer not to answer","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","linear",12,"7",0,"Uncertain","Different shape, Different slope"
"a24b5e2ed09da0ba8e10163e67d87534","9",11,"19-25","Male","Prefer not to answer","Yes","Prolific","8105c77bcc5d38d9b4e742f1b76de5fc","1","t-E_n-H","E","H","linear",15,"15",1,"Very Certain","Different shape, Different slope, Outlier(s)"
"e12649087db38125c794127eae7c147a","15",10,"31-35","Male","High School or Less","No","Prolific","07f1a227ee4ee73124d6589fada210dc","2","t-M_n-E","M","E","linear",10,"1",0,"Certain","Different slope"
"e12649087db38125c794127eae7c147a","24",10,"31-35","Male","High School or Less","No","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","log",13,"9",0,"Certain","Clustering"
"e12649087db38125c794127eae7c147a","7",10,"31-35","Male","High School or Less","No","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","linear",14,"14",1,"Very Certain","Outlier(s)"
"e12649087db38125c794127eae7c147a","7",10,"31-35","Male","High School or Less","No","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","linear",14,"14",1,"Very Certain","Clustering"
"e12649087db38125c794127eae7c147a","5",10,"31-35","Male","High School or Less","No","Prolific","9f2d96ab9212ba1d26f176b00e6eeec0","1","t-E_n-M","E","M","linear",12,"19",0,"Neutral","Different range"
"e12649087db38125c794127eae7c147a","13",10,"31-35","Male","High School or Less","No","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","linear",10,"13,19",0,"Certain","Clustering, Outlier(s)"
"e12649087db38125c794127eae7c147a","8",10,"31-35","Male","High School or Less","No","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","log",14,"14",1,"Very Certain","Different shape"
"e12649087db38125c794127eae7c147a","5",10,"31-35","Male","High School or Less","No","Prolific","9f2d96ab9212ba1d26f176b00e6eeec0","1","t-E_n-M","E","M","linear",12,"17",0,"Very Certain","Outlier(s)"
"e12649087db38125c794127eae7c147a","31",10,"31-35","Male","High School or Less","No","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","linear",12,"3,19,5",0,"Very Certain","Clustering, Outlier(s)"
"e12649087db38125c794127eae7c147a","27",10,"31-35","Male","High School or Less","No","Prolific","b8efad9285426a191f979b32a5094198","2","t-H_n-E","H","E","linear",9,"10",0,"Certain","Different shape"
"e6f6b84728ecf51df68102180e721976","7",12,"26-30","Female","Undergraduate Degree","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","linear",14,"1",0,"Certain","Clustering"
"e6f6b84728ecf51df68102180e721976","11",12,"26-30","Female","Undergraduate Degree","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","linear",17,"17",1,"Certain","Different slope"
"e6f6b84728ecf51df68102180e721976","24",12,"26-30","Female","Undergraduate Degree","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","log",13,"9",0,"Certain","Different shape"
"e6f6b84728ecf51df68102180e721976","22",12,"26-30","Female","Undergraduate Degree","Yes","Prolific","17c70f64092db27a58faa6c255efd8ba","1","t-M_n-H","M","H","log",1,"1",1,"Certain","Different range"
"e6f6b84728ecf51df68102180e721976","16",12,"26-30","Female","Undergraduate Degree","Yes","Prolific","07f1a227ee4ee73124d6589fada210dc","2","t-M_n-E","M","E","log",10,"4",0,"Certain","Different shape"
"e6f6b84728ecf51df68102180e721976","5",12,"26-30","Female","Undergraduate Degree","Yes","Prolific","9f2d96ab9212ba1d26f176b00e6eeec0","1","t-E_n-M","E","M","linear",12,"16",0,"Certain","Different range"
"e6f6b84728ecf51df68102180e721976","16",12,"26-30","Female","Undergraduate Degree","Yes","Prolific","07f1a227ee4ee73124d6589fada210dc","2","t-M_n-E","M","E","log",10,"12",0,"Certain","Different shape"
"e6f6b84728ecf51df68102180e721976","21",12,"26-30","Female","Undergraduate Degree","Yes","Prolific","17c70f64092db27a58faa6c255efd8ba","1","t-M_n-H","M","H","linear",1,"4",0,"Certain","Different slope"
"e6f6b84728ecf51df68102180e721976","11",12,"26-30","Female","Undergraduate Degree","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","linear",17,"17",1,"Certain","Different slope"
"e6f6b84728ecf51df68102180e721976","23",12,"26-30","Female","Undergraduate Degree","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","linear",13,"16",0,"Certain","Different range"
"e6f6b84728ecf51df68102180e721976","30",12,"26-30","Female","Undergraduate Degree","Yes","Prolific","1b39b36e7a6189897f2015f191953b9d","1","t-H_n-M","H","M","log",12,"14",0,"Certain","Different shape"
"e6f6b84728ecf51df68102180e721976","32",12,"26-30","Female","Undergraduate Degree","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","log",12,"19",0,"Certain","Outlier(s)"
"6bc95d7a742201953b1c14f604ad258c","15",12,"36-40","Female","Graduate Degree","Yes","Prolific","07f1a227ee4ee73124d6589fada210dc","2","t-M_n-E","M","E","linear",10,"14",0,"Certain","Different slope"
"6bc95d7a742201953b1c14f604ad258c","22",12,"36-40","Female","Graduate Degree","Yes","Prolific","17c70f64092db27a58faa6c255efd8ba","1","t-M_n-H","M","H","log",1,"1",1,"Neutral","Clustering"
"6bc95d7a742201953b1c14f604ad258c","25",12,"36-40","Female","Graduate Degree","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","linear",1,"1",1,"Very Uncertain","Different slope"
"6bc95d7a742201953b1c14f604ad258c","9",12,"36-40","Female","Graduate Degree","Yes","Prolific","8105c77bcc5d38d9b4e742f1b76de5fc","1","t-E_n-H","E","H","linear",15,"15",1,"Very Certain","Clustering"
"6bc95d7a742201953b1c14f604ad258c","6",12,"36-40","Female","Graduate Degree","Yes","Prolific","9f2d96ab9212ba1d26f176b00e6eeec0","1","t-E_n-M","E","M","log",12,"12",1,"Very Certain","Different slope"
"6bc95d7a742201953b1c14f604ad258c","26",12,"36-40","Female","Graduate Degree","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","log",1,"1",1,"Very Certain","Different slope"
"6bc95d7a742201953b1c14f604ad258c","8",12,"36-40","Female","Graduate Degree","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","log",14,"14",1,"Neutral","Different range"
"6bc95d7a742201953b1c14f604ad258c","26",12,"36-40","Female","Graduate Degree","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","log",1,"1",1,"Certain","Different slope"
"6bc95d7a742201953b1c14f604ad258c","6",12,"36-40","Female","Graduate Degree","Yes","Prolific","9f2d96ab9212ba1d26f176b00e6eeec0","1","t-E_n-M","E","M","log",12,"15",0,"Neutral","Clustering"
"6bc95d7a742201953b1c14f604ad258c","23",12,"36-40","Female","Graduate Degree","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","linear",13,"13",1,"Certain","Different slope"
"6bc95d7a742201953b1c14f604ad258c","31",12,"36-40","Female","Graduate Degree","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","linear",12,"17",0,"Certain","Clustering"
"6bc95d7a742201953b1c14f604ad258c","27",12,"36-40","Female","Graduate Degree","Yes","Prolific","b8efad9285426a191f979b32a5094198","2","t-H_n-E","H","E","linear",9,"9",1,"Neutral","Different slope"
"566fdedd16020ca84e37273699d14362","31",12,"31-35","Male","Some Undergraduate Courses","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","linear",12,"3",0,"Uncertain","Clustering"
"566fdedd16020ca84e37273699d14362","32",12,"31-35","Male","Some Undergraduate Courses","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","log",12,"12",1,"Certain","Different slope"
"566fdedd16020ca84e37273699d14362","29",12,"31-35","Male","Some Undergraduate Courses","Yes","Prolific","1b39b36e7a6189897f2015f191953b9d","1","t-H_n-M","H","M","linear",12,"12",1,"Certain","Different shape"
"566fdedd16020ca84e37273699d14362","29",12,"31-35","Male","Some Undergraduate Courses","Yes","Prolific","1b39b36e7a6189897f2015f191953b9d","1","t-H_n-M","H","M","linear",12,"8",0,"Certain","Clustering"
"566fdedd16020ca84e37273699d14362","7",12,"31-35","Male","Some Undergraduate Courses","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","linear",14,"4",0,"Certain","Clustering"
"566fdedd16020ca84e37273699d14362","5",12,"31-35","Male","Some Undergraduate Courses","Yes","Prolific","9f2d96ab9212ba1d26f176b00e6eeec0","1","t-E_n-M","E","M","linear",12,"10",0,"Neutral","Clustering"
"566fdedd16020ca84e37273699d14362","28",12,"31-35","Male","Some Undergraduate Courses","Yes","Prolific","b8efad9285426a191f979b32a5094198","2","t-H_n-E","H","E","log",9,"9",1,"Certain","Different slope"
"566fdedd16020ca84e37273699d14362","6",12,"31-35","Male","Some Undergraduate Courses","Yes","Prolific","9f2d96ab9212ba1d26f176b00e6eeec0","1","t-E_n-M","E","M","log",12,"12",1,"Uncertain","Different slope"
"566fdedd16020ca84e37273699d14362","10",12,"31-35","Male","Some Undergraduate Courses","Yes","Prolific","8105c77bcc5d38d9b4e742f1b76de5fc","1","t-E_n-H","E","H","log",15,"15",1,"Certain","Different slope"
"566fdedd16020ca84e37273699d14362","32",12,"31-35","Male","Some Undergraduate Courses","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","log",12,"20",0,"Neutral","Clustering"
"566fdedd16020ca84e37273699d14362","12",12,"31-35","Male","Some Undergraduate Courses","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","log",17,"17",1,"Certain","Different slope"
"566fdedd16020ca84e37273699d14362","9",12,"31-35","Male","Some Undergraduate Courses","Yes","Prolific","8105c77bcc5d38d9b4e742f1b76de5fc","1","t-E_n-H","E","H","linear",15,"15",1,"Certain","Outlier(s)"
"20dd75a78a6ec26e10f66c1890e678f3","29",13,"36-40","Male","High School or Less","Yes","Prolific","1b39b36e7a6189897f2015f191953b9d","1","t-H_n-M","H","M","linear",12,"16",0,"Neutral","Clustering"
"20dd75a78a6ec26e10f66c1890e678f3","11",13,"36-40","Male","High School or Less","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","linear",17,"17",1,"Certain","Clustering"
"20dd75a78a6ec26e10f66c1890e678f3","16",13,"36-40","Male","High School or Less","Yes","Prolific","07f1a227ee4ee73124d6589fada210dc","2","t-M_n-E","M","E","log",10,"8,13",0,"Uncertain","Different slope"
"20dd75a78a6ec26e10f66c1890e678f3","15",13,"36-40","Male","High School or Less","Yes","Prolific","07f1a227ee4ee73124d6589fada210dc","2","t-M_n-E","M","E","linear",10,"1",0,"Uncertain","Different range"
"20dd75a78a6ec26e10f66c1890e678f3","21",13,"36-40","Male","High School or Less","Yes","Prolific","17c70f64092db27a58faa6c255efd8ba","1","t-M_n-H","M","H","linear",1,"13",0,"Uncertain","Clustering"
