Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
623b6d562e9ff341c88477c3,60f9777cbb17a6b913e6e7b9,APPROVED,2022-03-23T18:56:22.625000Z,2022-03-23T19:24:29.242000Z,2022-03-23T19:50:23.144000Z,,1687,52BD9173,29,"English, Portuguese",28,Female,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED
623b6d5775b79064eb0b58d4,613d089b777ca63b1eaf181a,APPROVED,2022-03-23T18:56:23.833000Z,2022-03-23T20:24:07.297000Z,2022-03-23T20:31:57.917000Z,,5264,52BD9173,94,"Spanish, English, German",25,Female,Mixed,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,Full-Time
623b6d5881cb99d731ddd5d7,5c23e87c8940d70001190392,APPROVED,2022-03-23T18:58:31.904000Z,2022-03-23T19:33:36.685000Z,2022-03-23T19:49:51.825000Z,,2105,52BD9173,35,"Greek, English",22,Female,White,Russian Federation,Greece,Russian Federation,Greek,DATA_EXPIRED,DATA_EXPIRED
623b6d58a12992d1cec93982,5aa1c9fe35237b000112df7d,APPROVED,2022-03-23T18:56:57.092000Z,2022-03-23T19:31:58.064000Z,2022-03-23T19:50:16.330000Z,,2101,52BD9173,184,"Czech, English",31,Male,White,Czech Republic,Czech Republic,Czech Republic,Czech,DATA_EXPIRED,DATA_EXPIRED
623b6d5ab0ee03fbf98af451,6138d5c5eb7d5b3b244e762e,APPROVED,2022-03-23T18:56:33.308000Z,2022-03-23T19:15:02.796000Z,2022-03-23T19:50:21.401000Z,,1110,52BD9173,58,"English, Italian",26,Female,White,Italy,Italy,Italy,Italian,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
623b6d5d1fcf1d82ba6e85cc,5ecd36e81117f0062700bb7f,APPROVED,2022-03-23T18:56:29.443000Z,2022-03-23T19:16:44.914000Z,2022-03-23T19:50:21.875000Z,,1216,52BD9173,184,"Polish, English",20,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
623b6d6bd2659f2c0c73ce80,6150d88aa2b17d699c6ba42f,APPROVED,2022-03-23T18:56:55.123000Z,2022-03-23T19:52:49.441000Z,2022-03-23T19:59:14.500000Z,,3355,52BD9173,132,"Afrikaans, English",29,Male,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
623b6d6e2bd5481da85d5960,5f6774e25794e635f7e836ae,APPROVED,2022-03-23T18:56:46.019000Z,2022-03-23T19:51:54.341000Z,2022-03-23T19:59:15.570000Z,,3309,52BD9173,386,"Polish, English",23,Male,White,Poland,Poland,Poland,Polish,Yes,Unemployed (and job seeking)
623b6d7049dc48cb5c6846fb,606a3cb8f0138d1b0a789c2b,APPROVED,2022-03-23T18:56:48.568000Z,2022-03-23T19:14:32.994000Z,2022-03-23T19:50:18.974000Z,,1065,52BD9173,154,"Italian, English, Spanish, Romanian",24,Male,White,Romania,Italy,Romania,Romanian,DATA_EXPIRED,Full-Time
623b6d716c5988522c387a45,609184f3b4c10bb98252856c,APPROVED,2022-03-23T18:58:39.488000Z,2022-03-23T19:21:44.999000Z,2022-03-23T19:49:47.512000Z,,1386,52BD9173,179,"Italian, English",24,Male,White,Italy,Italy,Italy,Italian,No,Full-Time
623b6d769dd3a2fa414c431c,60fac43125539d5ede07b762,APPROVED,2022-03-23T18:56:54.877000Z,2022-03-23T19:26:33.680000Z,2022-03-23T19:50:18.539000Z,,1779,52BD9173,74,"Spanish, Portuguese, English",22,Male,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED
623b6d77f698a87829f44ed9,616dad4935acac1374ff444f,APPROVED,2022-03-23T18:56:55.249000Z,2022-03-23T19:30:20.823000Z,2022-03-23T19:50:17.540000Z,,2006,52BD9173,88,"Ukrainian, Portuguese, Russian, English",24,Female,White,Ukraine,Portugal,Portugal,Ukrainian,No,Full-Time
623b6d7a90cfb9a5b0524b2a,5be30aaf720f71000160d12a,APPROVED,2022-03-23T18:58:45.508000Z,2022-03-23T20:11:21.967000Z,2022-03-23T20:14:09.982000Z,,4357,52BD9173,223,English,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
623b6d7ced81f115baa0bbe6,6159dadf97b3d488c08d4f01,APPROVED,2022-03-23T18:57:00.954000Z,2022-03-23T19:34:37.922000Z,2022-03-23T19:50:15.433000Z,,2257,52BD9173,138,"Afrikaans, English",24,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
623b6d7d21fa345925118ae4,608716407032e8c4d15f94e4,APPROVED,2022-03-23T18:57:01.255000Z,2022-03-23T19:17:52.342000Z,2022-03-23T19:50:14.733000Z,,1252,52BD9173,158,"English, Spanish",31,Female,Other,Chile,Chile,Chile,Spanish,No,Full-Time
623b6d7d8db2f90938276d66,60fd11ad6d6b53f3110e0840,REJECTED,2022-03-23T18:57:19.132000Z,2022-03-23T19:06:17.936000Z,2022-03-24T12:50:18.360000Z,,539,NOCODE,124,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
623b6d7f33fe52a682d9d626,61260d47007c8de7b40ca5b4,APPROVED,2022-03-23T18:57:03.258000Z,2022-03-23T20:06:21.779000Z,2022-03-23T20:14:13.836000Z,,4159,52BD9173,245,English,27,Female,White,Italy,Italy,Italy,Italian,DATA_EXPIRED,DATA_EXPIRED
623b6d80e2876bce2b5955eb,5f4f7a799d01240228fd2252,APPROVED,2022-03-23T18:57:04.125000Z,2022-03-23T19:24:46.261000Z,2022-03-23T19:50:13.548000Z,,1663,52BD9173,138,"Portuguese, English",23,Male,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED
623b6d818934d44c9150e822,5f48d42a7bb92a39760f70b2,APPROVED,2022-03-23T18:57:05.049000Z,2022-03-23T19:32:06.570000Z,2022-03-23T19:50:12.718000Z,,2102,52BD9173,482,"Hebrew, Polish, English, Russian, German",23,Male,White,Poland,Poland,Poland,English,No,Full-Time
623b6d82d2659f2c0c73ce84,61560e69ca4013ae6149a760,APPROVED,2022-03-23T18:57:06.710000Z,2022-03-23T19:23:52.079000Z,2022-03-23T19:50:12.076000Z,,1606,52BD9173,40,"English, Spanish",23,Male,White,Mexico,Mexico,Mexico,Spanish,No,DATA_EXPIRED
623b6d86dbae8c94aa852d4e,614a1e625dc267ba7fb33e91,APPROVED,2022-03-23T18:58:14.668000Z,2022-03-23T19:24:11.565000Z,2022-03-23T19:49:56.235000Z,,1557,52BD9173,213,"English, Spanish",25,Female,White,Mexico,Mexico,Mexico,Spanish,Yes,Part-Time
623b6d8706d234835808752c,614dd6473c74b217ad73cc9c,APPROVED,2022-03-23T18:57:21.509000Z,2022-03-23T19:43:48.548000Z,2022-03-23T19:50:07.433000Z,,2788,52BD9173,135,English,21,Male,Black,South Africa,South Africa,South Africa,English,Yes,Other
623b6d8b4939c21e52744f22,610d3e734df183475b9c687f,APPROVED,2022-03-23T18:57:29.014000Z,2022-03-23T19:22:11.444000Z,2022-03-23T19:50:06.562000Z,,1483,52BD9173,268,English,29,Female,Other,Chile,United States,United States,English,No,Part-Time
623b6d8c41ad364cee9226b1,6079dcc69bcb3d9180009d68,APPROVED,2022-03-23T18:57:16.159000Z,2022-03-23T19:37:53.654000Z,2022-03-23T19:50:10.839000Z,,2438,52BD9173,47,"Greek, English",23,Male,White,Greece,Greece,Greece,Greek,DATA_EXPIRED,DATA_EXPIRED
623b6d9e06d234835808752d,5c1d9c5c0091e40001c84722,APPROVED,2022-03-23T18:58:10.245000Z,2022-03-23T19:28:28.284000Z,2022-03-23T19:49:57.042000Z,,1819,52BD9173,160,"Polish, English",24,Male,White,Poland,Poland,Poland,Polish,Yes,Other
623b6da499f2f8332064204f,6171a0b23468300b67004343,APPROVED,2022-03-23T18:57:40.039000Z,2022-03-23T19:38:05.370000Z,2022-03-23T19:50:05.663000Z,,2426,52BD9173,138,English,23,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
623b6da8c75d740149f17b81,60c5a05a8015a0a73d03a99d,REJECTED,2022-03-23T18:57:44.616000Z,2022-03-23T19:08:14.912000Z,2022-03-24T12:50:05.124000Z,,631,NOCODE,114,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
623b6da93c944bb8de45f64f,60eedcc66b032ee0725f6eb9,APPROVED,2022-03-23T18:58:03.983000Z,2022-03-23T20:49:49.087000Z,2022-03-23T20:55:26.896000Z,,6706,52BD9173,136,English,25,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,Yes,DATA_EXPIRED
623b6daa1cf42a7fb00d59cc,5dd2759d98981d2840e20a09,APPROVED,2022-03-23T19:06:25.087000Z,2022-03-23T20:32:56.125000Z,2022-03-23T20:33:23.759000Z,,5192,52BD9173,384,"Polish, English",21,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED
623b6dacf9bd7190a9c1f692,610674a22188adf3cc2d302c,APPROVED,2022-03-23T18:58:27.608000Z,2022-03-23T19:45:08.054000Z,2022-03-23T19:49:53.426000Z,,2801,52BD9173,116,"Portuguese, English",35,Female,DATA_EXPIRED,Portugal,Portugal,Portugal,Portuguese,No,DATA_EXPIRED
623b6daf2169b354dfc1832b,5fa18c4a48882016b4b143f7,APPROVED,2022-03-23T18:57:51.161000Z,2022-03-23T19:29:28.153000Z,2022-03-23T19:50:01.940000Z,,1897,52BD9173,163,"English, Polish",22,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED
623b6db151bbb0bbbe229224,613b5959d8c8b12a746fdc21,APPROVED,2022-03-23T18:57:53.313000Z,2022-03-23T19:11:29.781000Z,2022-03-23T19:50:01.358000Z,,817,52BD9173,184,"English, Spanish",24,Male,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time
623b6db3c6ffb496ae9172f1,613ad2b1e74781675b503eff,APPROVED,2022-03-23T18:57:55.870000Z,2022-03-23T20:05:19.883000Z,2022-03-23T20:14:09.834000Z,,4045,52BD9173,192,"English, Spanish",44,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time
623b6db98934d44c9150e826,5fad2835047e733aed848838,APPROVED,2022-03-23T18:58:01.843000Z,2022-03-23T19:19:47.811000Z,2022-03-23T19:49:59.533000Z,,1306,52BD9173,123,"Catalan, Spanish, Japanese, English",23,Male,White,Argentina,Spain,Spain,Spanish,DATA_EXPIRED,DATA_EXPIRED
623b6db9f81038d0dea2ecb9,61564e378e974bdbe42763a2,APPROVED,2022-03-23T18:58:01.493000Z,2022-03-23T19:28:17.704000Z,2022-03-23T19:50:00.137000Z,,1817,52BD9173,144,"Spanish, English",24,Female,Other,Mexico,Mexico,Mexico,Spanish,No,Unemployed (and job seeking)
623b6dbc999cdc4f9a00d6f3,615a0ad2ba1d3d321beadca5,APPROVED,2022-03-23T18:58:04.355000Z,2022-03-23T19:24:39.191000Z,2022-03-23T19:49:58.143000Z,,1595,52BD9173,99,"English, Spanish",23,Female,White,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED
623b6dc99b2b2624d9accf80,6102d6a4846fa9b51f427c47,APPROVED,2022-03-23T18:58:17.131000Z,2022-03-23T19:41:51.682000Z,2022-03-23T19:49:55.651000Z,,2615,52BD9173,93,"English, Hungarian",26,Female,White,Hungary,Hungary,Hungary,Hungarian,No,Due to start a new job within the next month
623b6dcbdd5bf66dee4ccbd6,612410dbf7e32aeebf892633,APPROVED,2022-03-23T18:58:25.030000Z,2022-03-23T19:26:25.887000Z,2022-03-23T19:49:54.577000Z,,1681,52BD9173,145,English,41,Male,White,South Africa,South Africa,Portugal,English,No,Full-Time
623b6dd1418471e7b7a4682f,610ae838f1cfd67e476b7a4d,APPROVED,2022-03-23T18:58:39.765000Z,2022-03-23T20:20:26.702000Z,2022-03-23T20:21:02.670000Z,,4907,52BD9173,274,"Polish, English",22,Male,White,Poland,Poland,Poland,Polish,Yes,Part-Time
623b6dd6d5bac47c1a818c30,60d07a85950e7dcd84767784,APPROVED,2022-03-23T18:58:30.166000Z,2022-03-23T20:45:57.094000Z,2022-03-23T20:47:54.221000Z,,6447,52BD9173,111,English,37,Female,Black,South Africa,South Africa,South Africa,English,No,Other
623b6dd821fa345925118ae9,5fbb7aae04da87a3fe5f129c,APPROVED,2022-03-23T18:58:32.243000Z,2022-03-23T19:38:15.109000Z,2022-03-23T19:49:50.913000Z,,2383,52BD9173,450,"Italian, English",26,Male,White,Italy,Italy,Italy,Italian,Yes,Unemployed (and job seeking)
623b6ddbc51ec193b511c9df,60e4b1dcd0eedab1e11019d1,APPROVED,2022-03-23T18:58:39.956000Z,2022-03-23T19:45:03.402000Z,2022-03-23T19:49:46.337000Z,,2784,52BD9173,301,English,29,Male,Black,Zimbabwe,South Africa,Zimbabwe,English,Yes,Full-Time
623b6ddc64bf857ab625d328,60a695559de56796526c4656,APPROVED,2022-03-23T18:58:36.649000Z,2022-03-23T19:12:41.237000Z,2022-03-23T19:49:48.715000Z,,845,52BD9173,19,"Polish, English",20,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED
623b6ddca286894cbf6953ba,6111281b3d915d8410aca00d,APPROVED,2022-03-23T18:58:36.254000Z,2022-03-23T19:22:48.588000Z,2022-03-23T19:49:49.688000Z,,1453,52BD9173,331,"English, Spanish",28,Female,Other,United States,Mexico,United States,English,No,Full-Time
623b6ddd0889aa86c92259d7,5a280910e5bd400001e19ebd,APPROVED,2022-03-23T18:58:43.900000Z,2022-03-23T19:30:51.586000Z,2022-03-23T19:49:45.357000Z,,1928,52BD9173,327,"French, English",26,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
623b6ddd37b6e9714b5441bb,5cbc8bd2114fa5001aac5c45,APPROVED,2022-03-23T18:58:43.439000Z,2022-03-23T19:52:28.196000Z,2022-03-23T19:59:04.488000Z,,3225,52BD9173,117,"Hungarian, English",23,Male,White,Hungary,Hungary,Hungary,English,Yes,Other
623b6ddfc9ed40edaca3fe24,615f331b8161acc6331a13f1,APPROVED,2022-03-23T18:59:03.974000Z,2022-03-23T20:13:19.669000Z,2022-03-23T20:14:06.143000Z,,4456,52BD9173,222,"English, Spanish",28,Male,White,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED
623b6de3ac92b5b5425d75fb,5f02e960116f971695edc5cc,APPROVED,2022-03-23T18:58:54.503000Z,2022-03-23T19:44:40.890000Z,2022-03-23T19:49:41.394000Z,,2747,52BD9173,34,"Hebrew, English",27,Female,White,United States,Israel,Israel,Hebrew,DATA_EXPIRED,DATA_EXPIRED
623b6de66c5988522c387a4d,614aa3c261217ac8ee05b90c,APPROVED,2022-03-23T18:58:46.364000Z,2022-03-23T19:48:18.865000Z,2022-03-23T19:49:44.957000Z,,2973,52BD9173,262,"English, Spanish, Portuguese",21,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
623b6de69190d60f5b8f2594,5e4a932344498f4e361fee0d,APPROVED,2022-03-23T18:58:46.729000Z,2022-03-23T20:13:31.734000Z,2022-03-23T20:14:08.777000Z,,4486,52BD9173,482,"English, Portuguese",24,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
623b6de787344d7b2ab0a026,61143bd22a1649da3b52ae32,APPROVED,2022-03-23T18:58:47.092000Z,2022-03-23T19:49:30.941000Z,2022-03-23T19:49:43.730000Z,,3044,52BD9173,231,English,23,Male,Black,South Africa,South Africa,South Africa,English,Yes,Due to start a new job within the next month
623b6de7999cdc4f9a00d6f8,613f8025729e764d1eb4a59e,APPROVED,2022-03-23T18:58:49.795000Z,2022-03-23T19:25:54.985000Z,2022-03-23T19:49:42.609000Z,,1626,52BD9173,27,"Portuguese, English",24,Male,White,Portugal,Portugal,Portugal,Portuguese,No,DATA_EXPIRED
623b6de8c716058202556656,6148c1ef5d2e09cdc0bad326,APPROVED,2022-03-23T18:58:51.991000Z,2022-03-23T20:05:18.434000Z,2022-03-23T20:14:07.690000Z,,3987,52BD9173,74,"Spanish, English",26,Male,Mixed,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED
623b6de972557401d73828ff,6139ed4facd14a297443bf42,APPROVED,2022-03-23T18:59:14.460000Z,2022-03-23T20:14:42.813000Z,2022-03-23T20:17:20.014000Z,,4529,52BD9173,47,English,24,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
623b6decd32e633f637ac167,616d2583434950427dd06a50,APPROVED,2022-03-23T18:58:52.030000Z,2022-03-23T19:50:53.475000Z,2022-03-23T19:51:31.380000Z,,3122,52BD9173,93,English,28,Male,Black,South Georgia and the South Sandwich Islands,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
623b6dee49dc48cb5c684702,605563e772e44013a0772597,APPROVED,2022-03-23T18:58:54.989000Z,2022-03-23T19:49:00.827000Z,2022-03-23T19:49:39.918000Z,,3006,52BD9173,349,"English, Spanish",41,Male,White,"Venezuela, Bolivarian Republic of",Chile,Chile,Spanish,No,Full-Time
623b6deed26ee0093b4d404f,602f69ce775c55c4b3ceeabb,APPROVED,2022-03-23T19:00:27.820000Z,2022-03-23T20:25:47.219000Z,2022-03-23T20:31:52.062000Z,,5120,52BD9173,356,"English, Polish",20,Male,White,Poland,Poland,Poland,Polish,Yes,Unemployed (and job seeking)
623b6df181351e7c45f2011f,614f7585cf13b9be74dd0f86,APPROVED,2022-03-23T19:02:56.629000Z,2022-03-23T20:13:16.768000Z,2022-03-23T20:13:24.768000Z,,4221,52BD9173,111,"English, Spanish, French",27,Male,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time
623b6df38af8ec27554c5de1,60eecbbaf3b84a7fd7a5784e,APPROVED,2022-03-23T18:58:59.530000Z,2022-03-23T19:05:48.686000Z,2022-03-25T13:56:11.137000Z,,410,52BD9173,41,English,27,Male,White,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
623b6df39f12b05a3c31efb7,5b954193d14070000131d140,APPROVED,2022-03-23T18:58:59.198000Z,2022-03-23T19:20:18.802000Z,2022-03-23T19:49:37.496000Z,,1280,52BD9173,403,"German, Polish, English",32,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED
623b6df4dbae8c94aa852d56,602c11c29029ff46f065703d,APPROVED,2022-03-23T18:59:00.665000Z,2022-03-23T19:23:25.054000Z,2022-03-23T19:49:33.110000Z,,1465,52BD9173,284,"English, Portuguese",23,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
623b6df8cd78a5fde9085efe,615ac6e5216f047d73a04f63,APPROVED,2022-03-23T18:59:04.731000Z,2022-03-23T19:44:34.449000Z,2022-03-23T19:49:31.378000Z,,2730,52BD9173,256,"English, Afrikaans",39,Female,Asian,South Africa,South Africa,South Africa,English,Yes,DATA_EXPIRED
623b6e04857601f511e1eaa4,60dd74f3e16a1ddee7b77d84,REJECTED,2022-03-23T18:59:16.013000Z,2022-03-23T19:00:13.272000Z,2022-03-23T20:42:57.061000Z,,58,NOCODE,49,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
623b6e08a2d515774defa9ef,5f875fd7fa04e81765e7207b,APPROVED,2022-03-23T19:00:20.108000Z,2022-03-23T20:10:52.805000Z,2022-03-23T20:14:02.061000Z,,4233,52BD9173,243,"Polish, English",21,Female,White,Poland,Poland,Poland,Polish,Yes,Part-Time
623b6e09a42f08c01f4a8949,608f11069798d0a9503630dc,APPROVED,2022-03-23T18:59:21.288000Z,2022-03-23T20:39:49.545000Z,2022-03-23T20:44:12.111000Z,,6029,52BD9173,141,"Portuguese, English, French",25,Male,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED
623b6e0bd9fd7a2e3f15066a,5f510a6edd31022c75458357,APPROVED,2022-03-23T18:59:23.773000Z,2022-05-26T12:15:15.722000Z,2022-05-26T12:15:17.102000Z,,5505352,Manual Completion,333,"English, Polish",31,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
623b6e0e34cdc2f762f644d9,60c9c6e1728092717b93abde,APPROVED,2022-03-23T18:59:30.993000Z,2022-03-23T20:16:19.838000Z,2022-03-23T20:17:17.348000Z,,4609,52BD9173,422,"Italian, English",23,Male,White,Italy,Italy,Italy,Italian,Yes,Part-Time
623b6e0e5221bca547d5a276,61438c83c0d9428ad7b4e4b8,APPROVED,2022-03-23T18:59:32.746000Z,2022-03-23T20:49:22.126000Z,2022-03-23T20:55:24.982000Z,,6590,52BD9173,117,English,23,Male,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
623b6e0f3adcbdc102559d6d,613b8e629884c58587215f24,APPROVED,2022-03-23T18:59:31.515000Z,2022-03-23T20:34:57.044000Z,2022-03-23T20:44:10.341000Z,,5726,52BD9173,27,"English, French, Spanish",23,Female,Other,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED
623b6e10c3ffe5e55601180b,5f9c3f065e10810963caef6a,APPROVED,2022-03-23T18:59:28.975000Z,2022-03-23T19:52:34.900000Z,2022-03-23T19:59:02.746000Z,,3186,52BD9173,202,"Italian, Spanish, English",29,Male,White,Italy,Italy,Italy,Italian,DATA_EXPIRED,Unemployed (and job seeking)
623b6e1360fdd92731608973,616845890a6d246fe5c30ed8,APPROVED,2022-03-23T18:59:31.981000Z,2022-03-23T20:16:43.187000Z,2022-03-23T20:44:08.080000Z,,4632,52BD9173,211,English,22,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
623b6e143362abfb30132f3f,5fb2946df797088a8c405c2e,APPROVED,2022-03-23T18:59:32.602000Z,2022-03-23T19:19:46.890000Z,2022-03-23T19:49:25.996000Z,,1215,52BD9173,126,"English, Portuguese",21,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
623b6e19ba0fb2cb385ce2d3,613a90797c260bf490fabae6,APPROVED,2022-03-23T18:59:37.753000Z,2022-03-23T19:49:02.656000Z,2022-03-23T19:49:28.214000Z,,2965,52BD9173,175,"Spanish, English",23,Male,White,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking)
623b6e1c7e5a4533823ff749,5ead88170d11e706162e0fcd,APPROVED,2022-03-23T18:59:40.254000Z,2022-03-23T19:56:51.263000Z,2022-03-23T19:59:01.591000Z,,3432,52BD9173,284,"Portuguese, Spanish, English",33,Male,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED
623b6e1d1fcf1d82ba6e85d4,61095eb446ca438b039ab87d,APPROVED,2022-03-23T18:59:46.195000Z,2022-03-23T19:16:29.425000Z,2022-03-23T19:49:24.933000Z,,1004,52BD9173,56,"English, Spanish",28,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time
623b6e1f3d64b8759f6c8a70,5f7728b294840b203855824d,RETURNED,2022-03-23T19:09:23.623000Z,2022-03-23T19:16:38.271000Z,,,,NOCODE,261,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
623b6e22c3d75ad94ea542e6,60410ec631979c00085aa403,REJECTED,2022-03-23T18:59:46.478000Z,2022-03-23T19:25:33.604000Z,2022-03-24T12:49:38.702000Z,,1548,NOCODE,123,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
623b6e266cbd518203fc05b2,6172dbbae6d358d7304e81b3,APPROVED,2022-03-23T19:00:23.297000Z,2022-03-23T20:46:25.638000Z,2022-03-23T20:46:35.583000Z,,6363,52BD9173,219,English,47,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
623b6e27ba21aff78ad73b74,60992b15fc229ef9cf9a1da8,APPROVED,2022-03-23T18:59:51.530000Z,2022-03-23T20:13:25.916000Z,2022-03-23T20:14:03.667000Z,,4415,52BD9173,260,"Czech, English",21,Male,White,Czech Republic,Czech Republic,Czech Republic,Czech,Yes,Part-Time
623b6e2bc7776dbc4dd9817a,614ce90c61ea707afb50806a,REJECTED,2022-03-23T19:00:01.804000Z,2022-03-23T19:01:27.132000Z,2022-03-23T20:42:27.290000Z,,86,NOCODE,192,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
623b6e312bd5481da85d5967,5e9faf587ecbab1558b95ec4,REJECTED,2022-03-23T19:00:01.393000Z,2022-03-23T19:13:06.878000Z,2022-03-24T12:49:24.838000Z,,786,NOCODE,134,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
623b6e325f8e7dfefb113164,5e90428804391d343a01f7e5,APPROVED,2022-03-23T19:00:24.459000Z,2022-03-23T19:45:02.082000Z,2022-03-23T19:49:22.004000Z,,2678,52BD9173,283,English,24,Male,Mixed,South Africa,South Africa,South Africa,English,No,Full-Time
623b6e358a0c7c09d5f41f96,613b789d93a4e9a50e6e2c0b,APPROVED,2022-03-23T19:00:49.522000Z,2022-03-23T20:13:42.663000Z,2022-03-24T12:44:45.654000Z,,4374,NOCODE,162,"Afrikaans, English",22,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
623b6e3b7724cd8dbfcf15ed,615a395e37b6993b6049d202,APPROVED,2022-03-23T19:00:51.440000Z,2022-03-23T20:24:24.634000Z,2022-03-23T20:31:46.630000Z,,5014,52BD9173,261,English,29,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
623b6e3be840ccd492c7ca87,5ef666d9b86de535f6282abe,APPROVED,2022-03-23T19:00:11.315000Z,2022-03-23T19:58:52.202000Z,2022-03-23T19:59:00.230000Z,,3521,52BD9173,278,"Spanish, English",26,Male,DATA_EXPIRED,Chile,Chile,Chile,Spanish,DATA_EXPIRED,DATA_EXPIRED
623b6e3c792db0abbac32181,5e6934b3d899221f45b2662f,APPROVED,2022-03-23T19:00:40.096000Z,2022-03-23T20:12:26.154000Z,2022-03-23T20:14:00.043000Z,,4307,52BD9173,94,"Polish, English",22,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED
